,Reviews,Polarity,Predicted Polarity
9586,after collecting customer s money comes their lame excuse of freebie no stock,-1,-1
9587,the products were delivered within 3 days,0,0
9588,expiry date is 2 years plus from now,0,0
9589,well packaged but the free item was not included,1,1
9590,bought during flash deal with additional items to use coupons,0,0
9591,so it is quite worth it,1,1
9592,free bag with free delivery too,1,1
9593,just a bit sad tt pre sales coupon is lesser than mega sales instead early bird but lesser saving,0,0
9594,i bought the set in early flash deal but do not get any free gift like promotion,1,1
9595,no comments review is an image,0,0
9596,no comments review is an image,0,0
9597,received in good condition and worth buying during flash,1,1
9598,item s came well in a box,1,1
9599,can not wait to try all of them,0,0
9600,good flash sale by lorean,1,1
9601,good product and works,1,1
9602,fast delivery within 3 day well received and delivery will msg and call you too seller give free gift tvs good buy for this promotion price,1,1
9603,fast delivery,1,1
9604,received next day,0,0
9605,fast delivery,1,1
9606,received next day,0,0
9607,no comments review is an image,0,0
9608,no comments review is an image,0,0
9609,no comments review is an image,0,0
9610,no comments review is an image,0,0
9611,no comments review is an image,0,0
9612,prompt delivery and well packaged,1,1
9613,goods in good condition,1,1
9614,thanks,0,0
9615,no comments review is an image,0,0
9616,no comments review is an image,0,0
9617,no comments review is an image,0,0
9618,no comments review is an image,0,0
9619,no comments review is an image,0,0
9620,super satisfied,1,1
9621,i ordered it on the 2 3 and i received it on 6 3 have not gotten the chance to use the products yet but the service is amazing here,0,0
9622,old recommend y all to get the products,1,1
9623,received in good condition,1,1
9624,thanks for the free gift,1,1
9625,no comments review is an image,0,0
9626,parcel took awhile to reach it items came well packed,1,1
9627,been using this foundation as it is fungal acne safe,1,1
9628,sets very fast very matte add in some moisturiser and blend with your fingers for a more even coverage,0,1
9629,just received my item,0,0
9630,fast delivery,1,1
9631,will come back to buy from this seller again,0,0
9632,fast delivery received in good condition,1,1
9633,nicely packed,1,1
9634,received in good condition,1,1
9635,nicely sealed and packed,1,1
9636,this is my 3 th time purchasing from the same seller,0,0
9637,i love this foundation so much,1,1
9638,delivery took longer than expected but it came in perfect condition,1,1
9639,did not come with free gift with but that is alright thank you for the service,1,1
9640,will get it again if the product suits me,0,0
9641,bought on sale great value for money definitely one of my fave foundations ever,1,1
9642,received in good condition,1,1
9643,item came in good condition,1,1
9644,delivery process is fast and smooth,1,1
9645,items are well packed in bubble mailer,1,1
9646,love this product,1,1
9647,its demi matte finish makes it look natural and face less oily,0,0
9648,fast delivery item received in good condition,1,1
9649,hope that it is good,1,1
9650,satisfied with the purchase as always,1,1
9651,very cheap compared to retail,1,1
9652,i am a usual 23 for korean makeup cushion,0,0
9653,this shade is the same shade,0,0
9654,fast delivery,1,1
9655,received free gift along with the foundation as stated,1,1
9656,hopefully it stays matte as per reviews,1,0
9657,cant wait to try,0,0
9658,prompt delivery heard good reviews about this foundation worth getting during a sale because the cost is much less than at the stores,1,1
9659,fast delivery love the colour authentic great seller highly recommended,1,1
9660,fast delivery came within a week of purchase,1,1
9661,came with free lipstick too,1,1
9662,did not receive the free gift as stated,1,1
9663,contacted the seller told me that they will get back to me but all i got was last seen and no reply,0,0
9664,never fails me,1,1
9665,love it when there is hope promo and makes it so cheap but this time delivery took quite long yeah,1,1
9666,thanks for the deal shopeehaul,0,0
9667,this for the free gift lorean lipstick,1,1
9668,fast delivery very good quality,1,1
9669,really have matt finish,0,0
9670,this is my second buy cheaper than retails good deal,1,1
9671,received in good packaging and great quality,1,1
9672,excited to start using it,1,1
9673,fast delivery and much cheaper than retail price,1,1
9674,for comparison i usually wear fenny 300 and este lauder w2,0,0
9675,have not really used it,0,0
9676,only tried it on my hand and it seems to be matte so hopefully it will really be matte looking when applied on my face,0,0
9677,yet to try,0,0
9678,cheaper then retail,1,1
9679,hope the colour tone suit me,1,1
9680,good buy,1,1
9681,awesome,1,1
9682,fast delivery yet to try,1,1
9683,delivery took about a week there a freebie that comes along with my purchases,0,0
9684,thank u,0,0
9685,worth buying,1,1
9686,no comments review is an image,0,0
9687,no comments review is an image,0,0
9688,no comments review is an image,0,0
9689,no comments review is an image,0,0
9690,no comments review is an image,0,0
9691,no comments review is an image,0,0
9692,no comments review is an image,0,0
9693,no comments review is an image,0,0
9694,no comments review is an image,0,0
9695,no comments review is an image,0,0
9696,no comments review is an image,0,0
9697,no comments review is an image,0,0
9698,no comments review is an image,0,0
9699,no comments review is an image,0,0
9700,no comments review is an image,0,0
9701,no comments review is an image,0,0
9702,no comments review is an image,0,0
9703,no comments review is an image,0,0
9704,received in good condition,1,1
9705,well packed,1,1
9706,good offer,1,1
9707,happy buyer,1,1
9708,thank you,0,0
9709,fast delivery and items look to be in great condition,1,1
9710,excellent service provided,1,1
9711,i ordered on 12 12 sale and this morning 13 12 items are delivered,0,0
9712,besides my mother in law is so impressed with their sale and fast delivery,1,1
9713,I will definitely shop again during the next sale,0,0
9714,thanks l oral,0,0
9715,can not wait to get the products soon,0,0
9716,they gave x free plumping essence masks in the bundle,1,1
9717,got it during the 11 11 sale and it is super worth it,1,1
9718,items well received nicely packed with freebies in bubble wrapped envelope,1,1
9719,thanks,0,0
9720,no comments review is an image,0,0
9721,no comments review is an image,0,0
9722,no comments review is an image,0,0
9723,no comments review is an image,0,0
9724,color is more orangey then peach pink,1,1
9725,2 is enough for sombre effect not full head,1,1
9726,my hair is and my waist length,0,0
9727,received at door gate,0,0
9728,the box did not indicate expiry date but should be not so fast expire,-1,-1
9729,excited to try this out after my blue hair fades away sarah hopefully the colour would be nice,1,1
9730,came well packed and deliver by a delivery man,1,1
9731,paid extra 4 bucks for it but its okay,0,0
9732,fast delivery,1,1
9733,will def purchase other colour n try,0,0
9734,fast delivery n nicely pack but quit disappointed that it is a really old product,0,0
9735,meg 11 2017 almost 2 years ago,0,0
9736,still sealed but box is yellow n dust x x will e chemical inside be affected,0,0
9737,product received in good condition packed nicely thanks so much seller,1,1
9738,fast shipping,1,1
9739,received in good condition,1,1
9740,no bubblewrap or any protection though,1,1
9741,glad they are not damage,1,1
9742,would suggest to improve on packing protection in future,1,1
9743,product looks good,1,1
9744,yet to try,0,0
9745,hope it is good,1,1
9746,worth the price during sales or with vouchers,1,1
9747,will buy again thanks shopeehaul,0,0
9748,well received first time trying out this brand hope the color turn out nice,1,1
9749,fast delivery quick respond from seller color looks nice but yet to try hope it turns out good,1,1
9750,well received,1,1
9751,the instructions is on the back of the bottle,0,0
9752,lavender is made in uk whereas pink is belgium,0,0
9753,both meg date is on 11 2017,0,0
9754,to have a better effect,1,1
9755,the colour of hair shouted lighter,0,0
9756,dirty pink was out of stock after i placed order but staff was nice to contact me and give me details of the other colours available,0,0
9757,hopefully they turn out good,1,1
9758,fast shipping,1,1
9759,item arrived safely,1,1
9760,got it at flash sale so it is cheaper than the usual retail price,1,1
9761,have yet to try,0,0
9762,super fast delivery good offer thanks to seller will buy again thanks for the receipt,1,1
9763,have yet to try but hope its nice,1,1
9764,well received,1,1
9765,great for the price point compared to retail prices,1,1
9766,best for use on bleached hair,1,1
9767,if you have dark colored hair it will not show at all,-1,-1
9768,thing is even on bleached hair it says it lasts up to five washes or so but actually lasts around two or three,0,0
9769,received item as per described,0,0
9770,packaging received was a bit crushed but item still received in good condition,0,1
9771,thank u,0,0
9772,hair did not turn pink but it was a good try anyway,1,1
9773,items well packed,1,1
9774,fast delivery,1,1
9775,first time buying,0,0
9776,quick delivery,1,1
9777,although none of the items were bubble wrapped they arrived safely,1,1
9778,it was on a bundle sale so i got them quite cheap,1,1
9779,fast delivery and cheap and nice will purchase again if there sales,1,1
9780,super fast delivery and great product,1,1
9781,very nice colour can not wait to try it out,1,1
9782,tvs for fast delivery n item received in a very good condition no damage,1,1
9783,awesome product,1,1
9784,fast delivery,1,1
9785,it does work very well for darker tone hair,1,1
9786,it works better with bleached or lighter tone hair,1,1
9787,received in about 1 week plus after placing order have not tried product yet,0,0
9788,love the pink its subtle and compliments my highlights nicely,1,1
9789,just wish the product would last longer,0,0
9790,have yet to try out hope it works well,1,1
9791,received within 3 days,0,0
9792,would purchase again if it works,1,1
9793,sadly it does work even though i bleached once tho,0,0
9794,took 2 weeks to arrive due to technical glitch but customer service via chat function was prompt and courteous,0,0
9795,fulfilment resolved immediately after,0,0
9796,prompt delivery,1,1
9797,well packaged,1,1
9798,colours expected,0,0
9799,will buy again,0,0
9800,received as described but have yet to use,0,0
9801,delivery was ridiculously slow,-1,-1
9802,yet to try the product,0,0
9803,took slightly long but price is good,1,1
9804,fast delivery,1,1
9805,no comments review is an image,0,0
9806,no comments review is an image,0,0
9807,no comments review is an image,0,0
9808,no comments review is an image,0,0
9809,no comments review is an image,0,0
9810,no comments review is an image,0,0
9811,no comments review is an image,0,0
9812,no comments review is an image,0,0
9813,no comments review is an image,0,0
9814,no comments review is an image,0,0
9815,no comments review is an image,0,0
9816,no comments review is an image,0,0
9817,no comments review is an image,0,0
9818,no comments review is an image,0,0
9819,no comments review is an image,0,0
9820,no comments review is an image,0,0
9821,no comments review is an image,0,0
9822,no comments review is an image,0,0
9823,no comments review is an image,0,0
9824,no comments review is an image,0,0
9825,no comments review is an image,0,0
9826,received in a good condition price very cheap and delivery was very fast,1,1
9827,received in perfect condition,1,1
9828,love the formula and colour,1,1
9829,really worth it with the discount too,1,1
9830,fast delivery received in great condition,1,1
9831,brought 2 lipsticks,0,0
9832,delivered in an envelope,0,0
9833,sms sent to me before delivery,0,0
9834,item rev in good condition,1,1
9835,fast delivery and received item in good condition,1,1
9836,received in good condition,1,1
9837,thank you,0,0
9838,product is authentic but the shipping of the goods is very slow,1,1
9839,status of the order was updated right away but actually not the correct status after the expected delivery was not met,0,0
9840,seller responded quickly with the query about it and explained clearly,1,0
9841,delivery of the courier is fast,1,1
9842,kkk,0,0
9843,item received in good condition,1,1
9844,like it very much,1,1
9845,colour is rich and the mini is soo cute,1,1
9846,thanks for the free tote,1,1
9847,was wondering why the package was so big for a lipstick,1,1
9848,thank you so much for the free tote bag,1,1
9849,I have received the item in a perfect condition,1,1
9850,good buy,1,1
9851,cheap,1,1
9852,fast delivery,1,1
9853,items received safely as described,1,1
9854,thank you,0,0
9855,good product with fast delivery,1,1
9856,the pic color and the real one is not the same,0,0
9857,super love,1,1
9858,no comments review is an image,0,0
9859,no comments review is an image,0,0
9860,no comments review is an image,0,0
9861,no comments review is an image,0,0
9862,no comments review is an image,0,0
9863,no comments review is an image,0,0
9864,no comments review is an image,0,0
9865,no comments review is an image,0,0
9866,no comments review is an image,0,0
9867,no comments review is an image,0,0
9868,the same as shown in the picture,0,0
9869,have not used it yet,0,0
9870,bought because of promotion,0,0
9871,received in good condition and delivery in about a week also came with a free gift,1,1
9872,fast delivery bought is at discount price worth buying,1,1
9873,received in good condition,1,1
9874,thank you seller,0,0
9875,well packed and received,1,1
9876,products are manufactured in 2019,0,0
9877,fast delivery,1,1
9878,good expiry date,1,1
9879,reasonable price,1,1
9880,thank you seller,0,0
9881,good,1,1
9882,and time purchase,0,0
9883,fast delivery but shampoo cap was not fully close resulting to leakage of the bottle in the package,0,0
9884,other than that it is definitely recommended,1,1
9885,fast delivery 1 of them going to expire soon but the rest have longer expiry date,0,0
9886,received in good shape thanks seller,1,1
9887,will order more in future since easier for me and super fast delivery,1,1
9888,the price is normal not the offer price,0,1
9889,first time use it,0,0
9890,it is very nice,1,1
9891,love it,1,1
9892,no comments review is an image,0,0
9893,no comments review is an image,0,0
9894,no comments review is an image,0,0
9895,no comments review is an image,0,0
9896,no comments review is an image,0,0
9897,no comments review is an image,0,0
9898,no comments review is an image,0,0
9899,no comments review is an image,0,0
9900,no comments review is an image,0,0
9901,no comments review is an image,0,0
9902,repeated customer from this shop,0,0
9903,bought during 2 29 pre sales and seller gave a lot of free gifts,0,0
9904,meg date in 2019 will purchase again in future,0,0
9905,i purchased on and march bec of the free gifts however there is no small bottle of free gifts set for all my order i feel disappointed,0,0
9906,fantastic sale by lorean during their leap year sale,1,1
9907,so happy to receive lots of free gifts,1,1
9908,it is my third purchase and I will continue to shop online without having to go store,0,0
9909,received fast thank you,1,1
9910,ordered on with jan shipped and roved on just jan via urbanfox delivery,0,0
9911,i was able to use my remaining shopper coins and the lorean discount codes to offset the entire at which made it very worth it,0,0
9912,hopefully my face wont get negative effect,0,0
9913,fast shipping and products received as per advertised,1,1
9914,item expiry is till 2022 so definitely can finish before that,0,0
9915,will shop again and again,0,0
9916,thanks,0,0
9917,can not wait to get the products soon,0,0
9918,they gave x free plumping essence masks in the bundle,1,1
9919,got it during the 11 11 sale and it is super worth it,1,1
9920,well received and in good order,1,1
9921,great deal with free mask and mini hippie,1,1
9922,took 12 days for order to be delivered,0,0
9923,otherwise item received as ordered,0,0
9924,no comments review is an image,0,0
9925,no comments review is an image,0,0
9926,no comments review is an image,0,0
9927,your review has been hidden due to inappropriate content,0,0
9928,note hope may remove the coins awarded for this review,1,1
9929,repeated purchase cant really fee the difference but hopefully can see result soon,0,0
9930,received quite fast with free bag,1,1
9931,free delivery too,1,1
9932,but a bit sad their pre sales coupon is lesser than mega sales coupon instead,0,0
9933,earlier bird but promotion not better,-1,-1
9934,heard good reviews about l oral youth code,1,1
9935,bought the face essence and it is good so now trying this eyes essence,1,1
9936,have yet to try to review,0,0
9937,fast delivery repeated purchase recommended to buy from this seller,1,1
9938,super good deal,1,1
9939,its even cheaper than those we saw in bangkok big c,1,1
9940,ordered on 31 aug 2019 received on 3 sep 2019 to doorstep,0,0
9941,item was wrapped in plastic packaging and received in good condition,1,1
9942,can not wait to try it,0,0
9943,smells a bit glue ish tho,-1,-1
9944,item well packaged,1,1
9945,received the delivery about 10 days after purchase,0,0
9946,not bad considering i bought it on 11 11 hence may take longer,0,0
9947,no comments review is an image,0,0
9948,item received in good condition,1,1
9949,delivery was rather prompt as well,1,1
9950,fast delivery,1,1
9951,nicely wrapped in bubble parcel it dried very quickly on skin yet to see the result after used,0,0
9952,received about 2 3 days after placing order,0,0
9953,used for a few days dark eye circles have lighten a bit,-1,0
9954,seems pretty effective,1,1
9955,will continue using hopefully can brighten the eye area and remove some fine lines,1,1
9956,really works to lighten my dark eye rings within days of using it,0,0
9957,the microbes served as a roller and had a cooling and comforting effect on the eyeballs,1,1
9958,regular purchase which frequently runs of stock,0,0
9959,speedy delivery as always,1,1
9960,i really did see my under eyes look brighter after using this,1,1
9961,product came well packaged and on time,1,1
9962,on my th bottle,0,0
9963,i like the applicator and the serum is not too light nor thick,1,1
9964,it helps w my dark rings and moisturizer my eye area,0,0
9965,delivery took around 2 weeks,0,0
9966,received items in good condition,1,1
9967,value for money,0,0
9968,yet to use but item as expected,0,0
9969,should be okay,0,0
9970,quick delivery,1,1
9971,well packaged and delivery was fast too highly recommended,1,1
9972,received product within the same week of order,0,0
9973,good product,1,1
9974,no comments review is an image,0,0
9975,no comments review is an image,0,0
9976,no comments review is an image,0,0
9977,no comments review is an image,0,0
9978,no comments review is an image,0,0
9979,no comments review is an image,0,0
9980,no comments review is an image,0,0
9981,no comments review is an image,0,0
9982,no comments review is an image,0,0
9983,no comments review is an image,0,0
9984,no comments review is an image,0,0
9985,no comments review is an image,0,0
9986,no comments review is an image,0,0
9987,no comments review is an image,0,0
9988,no comments review is an image,0,0
9989,no comments review is an image,0,0
9990,no comments review is an image,0,0
9991,received it very quickly and well wrapped protected but yet to try,1,1
9992,thank you,0,0
9993,been a big micellar water fan but have yet to try their brand,0,0
9994,will purchase the big one if this is good,1,1
9995,delivery is quite fast and it is free too,1,1
9996,using coupon for discount but a but disappointed that mega sales coupon is better than pre sales,0,0
9997,yet to try,0,0
9998,received in good condition and rather fast delivery,1,1
9999,good size for travel,1,1
10000,nice product,1,1
10001,good product which effectively removes makeup and cleanses,1,1
10002,order came in nicely packaged alto it took at least 2 weeks to receive,0,0
10003,item received in good condition,1,1
10004,great,1,1
10005,received the items in good condition will buy again if the price is reasonable,1,1
10006,no comments review is an image,0,0
10007,no comments review is an image,0,0
10008,no comments review is an image,0,0
10009,no comments review is an image,0,0
10010,no comments review is an image,0,0
10011,no comments review is an image,0,0
10012,no comments review is an image,0,0
10013,products were hand delivered to home in good condition,1,1
10014,first time trying these products and hope they are suitable for me,1,1
10015,thanks,0,0
10016,great 12 12 deal thanks seller for the free gifts,1,1
10017,well packed and received,1,1
10018,products are manufactured in 2019,0,0
10019,no comments review is an image,0,0
10020,nice smell and hair feels smooth when washed,1,1
10021,tww,0,0
10022,item received promptly and in good condition,1,1
10023,the smell is not bad too if you like coconut,1,1
10024,overall good deal,1,1
10025,ordered on sept received on sept,0,0
10026,yet to try,0,0
10027,meg date for conditioner dec 2018 meg datebfor shampoo is may 2019 fragrance so so can smell the coconut oil,0,0
10028,hopefully not too strong when used,0,0
10029,seems authentic,1,1
10030,looks exactly like picture,1,1
10031,delivery was fast,1,1
10032,smells really good and have tried it once,1,1
10033,felt that it may be a bit drying but will continue to monitor,0,0
10034,very good item very good very good well delivered good condition,1,1
10035,yet to try but good size,1,1
10036,no comments review is an image,0,0
10037,no comments review is an image,0,0
10038,no comments review is an image,0,0
10039,no comments review is an image,0,0
10040,no comments review is an image,0,0
10041,repeated customer from this shop,0,0
10042,bought during 2 29 pre sales and seller gave a lot of free gifts,0,0
10043,meg date in 2019 will purchase again in future,0,0
10044,product was well wrapped just that there is no way to change the address after ordering,1,1
10045,their cs was totally not helpful kept telling me their courier company will inform me to confirm address,0,0
10046,bought during 11 11 sales period hence it was a gd bundle buy,0,0
10047,i roved my parcel within 3 days,0,0
10048,my st time using this product,0,0
10049,it feels non sticky and no overpowering smell,1,1
10050,delivery guy was weird though,-1,-1
10051,he just left my parcel in between my front door and gate dint even bother to knock,-1,-1
10052,good expiration date and well packed in bubble wrap,1,1
10053,pleased,1,1
10054,well packed and arrived promptly,1,1
10055,thank you,0,0
10056,no comments review is an image,0,0
10057,no comments review is an image,0,0
10058,no comments review is an image,0,0
10059,no comments review is an image,0,0
10060,no comments review is an image,0,0
10061,no comments review is an image,0,0
10062,no comments review is an image,0,0
10063,your review has been hidden due to inappropriate content,0,0
10064,note hope may remove the coins awarded for this review,1,1
10065,repeated customer from this shop,0,0
10066,bought during 3 8 mega sales,0,0
10067,meg date in 2019 will purchase again in future if product works for me,1,1
10068,revitalise pro youth face mask delivered promptly and in good condition,1,1
10069,thanks,0,0
10070,prompt delivery and well packaged,1,1
10071,goods in good condition,1,1
10072,thanks,0,0
10073,waited for 10 days but its fine received in good condition even though there is only 1 thin plastic envelope holding everything together,1,1
10074,item received in good condition but have yet to tried,1,1
10075,it was on sale when i bought but the only downside is the deliver charge which is quite expensive,-1,0
10076,no comments review is an image,0,0
10077,no comments review is an image,0,0
10078,no comments review is an image,0,0
10079,no comments review is an image,0,0
10080,no comments review is an image,0,0
10081,no comments review is an image,0,0
10082,no comments review is an image,0,0
10083,no comments review is an image,0,0
10084,one item was manufactured in 2017,0,0
10085,2 years old,0,0
10086,it is unacceptable,-1,0
10087,no comments review is an image,0,0
10088,order received,0,0
10089,product purchased during the promotion have good price,1,1
10090,the manufacturing date is feb2019,0,0
10091,delivery within expected timeframe,0,0
10092,item received in good condition,1,1
10093,bought it during flash deal was kinda disappointed as the image had a spf cream but it did not come together when i received the order,0,0
10094,order received in good packing,1,1
10095,very good purchase,1,1
10096,items received but the wordings on the box seem different from those sold in the stores,0,0
10097,hope there is no problem in using them,1,1
10098,no comments review is an image,0,0
10099,no comments review is an image,0,0
10100,no comments review is an image,0,0
10101,no comments review is an image,0,0
10102,no comments review is an image,0,0
10103,no comments review is an image,0,0
10104,no comments review is an image,0,0
10105,no comments review is an image,0,0
10106,no comments review is an image,0,0
10107,no comments review is an image,0,0
10108,no comments review is an image,0,0
10109,no comments review is an image,0,0
10110,repeated customer from this shop,0,0
10111,bought during 3 8 flash sales,0,0
10112,meg date in 2019 mar,-1,-1
10113,will purchase again in future if product works for me,1,1
10114,order and march received on th march fast delivered,1,1
10115,received in 5 days,0,0
10116,great buy,1,1
10117,nicely packaged when delivered,1,1
10118,175ml bottle will definitely buy again,0,0
10119,order on 10 11 then receive on 22 11 item received in good condition yet to try hope its good for my skin,1,1
10120,arrived in a week s time,0,0
10121,super good product quality and came with free gift,1,1
10122,sellers very responsive and fast in replying message,1,1
10123,will buy again,0,0
10124,received all products,0,0
10125,checked meg date all except one meg 2018 and one meg 2019 not sure it works on me will try,0,0
10126,fast shipping but yet to use good deal after using the 8 discount,1,1
10127,no comments review is an image,0,0
10128,no comments review is an image,0,0
10129,no comments review is an image,0,0
10130,no comments review is an image,0,0
10131,no comments review is an image,0,0
10132,thank you for the delivery and the parcel came in good condition with 2 small samples,0,0
10133,i have yet to try it but was told it is a good hydration loose powder,0,0
10134,looking forward in trying it,0,0
10135,thank you once again,0,0
10136,fast delivery good item all came in good condition,1,1
10137,cheaper to bey here than store,1,1
10138,happy with the product not used yet but trust its good,1,1
10139,will re order in future,0,0
10140,looks good same as what watsons is selling but at cheaper price during flash sale,1,1
10141,watson selling at 23 90,0,0
10142,fast delivery and great price thank you,1,1
10143,no comments review is an image,0,0
10144,no comments review is an image,0,0
10145,no comments review is an image,0,0
10146,no comments review is an image,0,0
10147,no comments review is an image,0,0
10148,no comments review is an image,0,0
10149,items was delivered relatively fast and came well packed,1,1
10150,nicely bubble wrapped,1,1
10151,it is definitely a good buy compared to retail outlets,1,1
10152,well packed and received,1,1
10153,products are manufactured in 2019,0,0
10154,parcel took awhile to reach it items came well packed,1,1
10155,have not seen this product in stores yet,0,0
10156,also first time trial hope helpful,1,1
10157,have not used item yet but delivery speed was okay n packaging was pretty solid,1,1
10158,no comments review is an image,0,0
10159,no comments review is an image,0,0
10160,relatively fast delivery within 4 days,1,1
10161,product received in good condition,1,1
10162,have been using this product for many years,0,0
10163,prompt delivery,1,1
10164,item received as advertised,0,0
10165,thanks for a good experience,1,1
10166,will order again,0,0
10167,products received well packed in box,1,1
10168,repeated order,0,0
10169,like the product,1,1
10170,like the promo,1,1
10171,paid 4 for shipping and it came in 4 days,0,0
10172,excited to try this,1,1
10173,fast delivery and great savings,1,1
10174,responsive customer service,1,1
10175,overall a good online shopping experience,1,1
10176,thumbs up,0,0
10177,received in good condition at an appropriate time of the day i e not late at night,1,1
10178,priced at good discount,1,1
10179,will consider stocking up,0,0
10180,quick delivery,1,1
10181,cheaper than retail,1,1
10182,great savings,1,1
10183,quick delivery,1,1
10184,good product quality and cheaper than in stores,1,1
10185,got it at a good deal during sales,1,1
10186,delivery was satisfactory,1,0
10187,hope that the team can update the manufacturing dates in the description,1,1
10188,no comments review is an image,0,0
10189,no comments review is an image,0,0
10190,no comments review is an image,0,0
10191,no comments review is an image,0,0
10192,fast delivery,1,1
10193,i am pleasantly surprise by this round purchase,1,1
10194,it comes with gift and delivery time is way faster than the previous round,1,1
10195,would be great if they sell the full line of product and not just serum only,0,0
10196,ordered on 11 11 and only received today although shipped from singapore,0,0
10197,got it during a flash deal,0,0
10198,super value purchase,1,1
10199,delivery was a bit slow though,-1,-1
10200,received with thanks,0,0
10201,hope it works for my skin,1,1
10202,will try the eye essence,0,0
10203,ordered during the 11 11 sale price wise was very worth and even came with free sheet mask,1,1
10204,though delivery took quite some time but overall very satisfied still,1,1
10205,ordered on th nov seller shipped on with nov and finally out for delivery on with nov item received in good condition in a bubble wrap envelop,0,0
10206,manufacturing date is 06072019 hope can improve the delivery time,1,1
10207,it took quite a long time to receive as compared to other sellers,0,0
10208,ordered on th roved on just nov via urban fox delivery,0,0
10209,price is cheaper then offline retail shops,1,1
10210,have yet to use,0,0
10211,received in good condition,1,1
10212,the seller missed out to send 1 bottle out for me but they arrange for delivery to send me the shortage of 1 bottle on next day,-1,-1
10213,came in with good condition within bubble wrap bag fast delivery,1,1
10214,fast delivery,1,1
10215,made in china fast delivery,1,1
10216,made in china fast delivery,1,1
10217,made in china fast delivery,1,1
10218,made in china fast delivery,1,1
10219,made in china,0,0
10220,fast delivery in 3 days via urban fox,1,1
10221,received item in good condition manufactured date is 01 03 2019,1,1
10222,yet to open and try,0,0
10223,ordered on 18 8 and i received the item today 21 8,0,0
10224,super fast delivery and well packed,1,1
10225,bought it during sale and can not wait to try it out as I have heard a lot good reviews about this product,0,1
10226,took 12 days for order to be delivered,0,0
10227,otherwise item received as ordered,0,0
10228,good,1,1
10229,item received in good condition,1,1
10230,fast delivery got it in 4 days,1,1
10231,very satisfied the mailing speed is very fast,1,1
10232,i bought it at the time of the discount,0,0
10233,i always use this brand,0,0
10234,when i offer the discount i buy a super cost effective,1,1
10235,i really like this essence,1,1
10236,seller will not ship item during weekends,0,0
10237,selected logistics channel not traceable,0,0
10238,yet to try as i just received it but as advertised and came in sealed box excited to see results as I have heard nothing but great reviews about this product,1,1
10239,first time buying,0,0
10240,great buy during flash deal sale,1,1
10241,have not tried it yet,0,0
10242,no comments review is an image,0,0
10243,no comments review is an image,0,0
10244,no comments review is an image,0,0
10245,no comments review is an image,0,0
10246,no comments review is an image,0,0
10247,no comments review is an image,0,0
10248,no comments review is an image,0,0
10249,no comments review is an image,0,0
10250,no comments review is an image,0,0
10251,no comments review is an image,0,0
10252,no comments review is an image,0,0
10253,no comments review is an image,0,0
10254,no comments review is an image,0,0
10255,no comments review is an image,0,0
10256,no comments review is an image,0,0
10257,no comments review is an image,0,0
10258,no comments review is an image,0,0
10259,no comments review is an image,0,0
10260,no comments review is an image,0,0
10261,really liked this,1,1
10262,the formula is soft and smooth,1,1
10263,does not clog my pores after using,1,1
10264,order on 08 03 read on 12 03 good buy during sale,1,1
10265,item is well received in original packaging,1,1
10266,good value purchase,1,1
10267,ordered on with and roved on with nov via urbanfox delivery,0,0
10268,price is cheap,1,1
10269,i have used this previously and it was a gd product,0,0
10270,not as good as advertised and expectation,-1,-1
10271,very good primer,1,1
10272,stays for hours giving my make up long lasting fresh look,1,0
10273,have been using this product for a long time,0,0
10274,saddened when i clint get it in store,-1,0
10275,glad i got it here,1,1
10276,same great product,1,1
10277,no comments review is an image,0,0
10278,no comments review is an image,0,0
10279,no comments review is an image,0,0
10280,no comments review is an image,0,0
10281,no comments review is an image,0,0
10282,no comments review is an image,0,0
10283,no comments review is an image,0,0
10284,no comments review is an image,0,0
10285,extremely nice colour,1,1
10286,will purchase again if there is offer,0,0
10287,delivery took quite a while though,0,0
10288,the packaging itself is not the same as it advertised,0,0
10289,it looks like thumbprint stains on the cover,0,0
10290,one of the packaging has a scratch on it as well,0,0
10291,quite disappointed luckily i bought it during sales otherwise it is not worth 20,-1,-1
10292,delivery consider fast given 2 working days upon order shipped status,1,1
10293,courier man is nice to call and take pic on the parcel drop at gate,1,1
10294,meg dated jan 2019 manage to grab this during the 20 dis and a 8 voucher of 40 spend,0,0
10295,so quite worth the deal,1,1
10296,review this colour is very pretty,1,1
10297,received within a week,0,0
10298,packaging is pretty with a iridescent marble look,1,1
10299,lipstick is pretty and shiny and easily glides on,1,1
10300,can be used as eye shadow shimmer love it,0,0
10301,bought during sales hence super worth it,1,1
10302,items received in good condition and happy with the purchase,1,1
10303,will repurchase again,0,0
10304,super quick delivery and well packed,1,1
10305,only wish that the prices do not change during a declared sales period,0,0
10306,delivery was fast and lipstick was well wrapped,1,1
10307,color super pretty and lasting too,1,1
10308,fast delivery,1,1
10309,well packaged,1,1
10310,colour a bit lighter than expected but overall it is great,1,1
10311,fast delivery and cute packaging too,1,1
10312,opeokpt purchase,0,0
10313,got a free eco bag,1,1
10314,much cheaper than retail,1,1
10315,always been lorean lipstick fans like do not know how many years before good n worth,1,1
10316,the color looks a bit dull when compare with the screen shown,-1,0
10317,and it is matt color not as attractive as i expected,-1,-1
10318,it is so pretty,1,1
10319,but the design in the picture is more obvious,0,0
10320,color is ok too metal finish after a while,0,0
10321,only looks ok when you first apply it,0,0
10322,no comments review is an image,0,0
10323,no comments review is an image,0,0
10324,no comments review is an image,0,0
